두당 2만원이면 치킨 가능,1
둘 다 살아서 치킨 시 각방 10억,1
치킨 시 킬당 홀수 킬-천만원,1
라팜 1판 사용료 만원,1
짝수 킬-1억,1
리타 1명당 5천원 확인,1
리타10만원!!!!!!!!!!!!!가자아앙아ㅏ앙아아ㅏㅇ아아아!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
리타이어 1대당 1만5천원,1
마우스감도 두배로 킬당 1만원,1
마재님 미션 있어여~~ 1용당 10데코,1
만들면 만원,1
만들어오면 만원,1
맘 드나주면 1000원,1
망치질한번에 2천원면,1
맞다 킬당3천원이잖아,1
무새 1000 원당 한시간 연장 ㄱㄱ?,1
문당 1000원요,1
뭐 5킬 10만원?,1
뭐가 우승 10만원임?,1
실프5킬시 3만 이런거 받은거아님??,1
슬기님 후라이팬으로 때려서 눕히면 1000언,1
한번 장전당 천원,1
백터 킬5000 미션입니다.,1
백터킬당 5000미션입니다,1
분당 200원,1
분당 만원 와,1
비컨2회 이하 만원,1
사과 먹으면 5천원,1
사녹 일등시 4월안에 만원 저 기억하세요,1
사녹 치킨 시 15억 +25억 (1/2코) (실패 시 발박수 50회),1
다음판 스턴트 바퀴 당 1000원,1
사장님 킬 당 만원 / 나머지 팀원 5천원,1
사진찍어서 보여주면 천원,1
샤워하면 만원,1
선풍기 켜면 만원,1
성민 로드킬 만원,1
소맥시키면 만원.....,1
손 씻고오면 천만원,1
미션 치킨 시 2억 +5천만원 +1억 +1억,1
스텍당 100원!,1
시참스쿼드 우승시 10억,1
사장님 포함해서 우승하면 5억미션,1
시청자 대리고 우승시 10ㅁ나원 사장님 데리고 1등하면 5만원 추가,1
안갈거면 3만원 갈거면5만원,1
엘프하면 3만원,1
연다님 지금판 1등하면 만원 콜,1
연다님만 죽고 1등하면 1000비트 + 만원 // 블루님 킬 당 5000원,1
연차당 3만원이겠지,1
예시3 ) 짝수킬 우승 시 : 50만원 / 홀수킬 우승 시 : 500원,1
옛날엔 킬당1000원해서 17000받았는데...,1
와 킬당 2억,1
왕구 1등 5만원,1
우승 10만원ㅡ4등만하자,1
우승 10만원이면,1
"우승 시, 각 방 2만원 // 팀이 3명이상 죽으면 집사만 10만원",1
우승시 2마넌,1
우승시 천원 미션 갸꿀!,1
우승시 킬당 사장님 마넌 .집사 처넌 .나마지 오처넌,1
움프 3킬당 만원 엠십육 5킬인가 4킬에 1만원일 걸요,1
이거 킬당 1억인가요?,1
이거이기면진짜50000원준다,1
이기면 무조건 5만원이다,1
이기면8만원 미션 왁굳형,1
이번 판 치킨 1000비트 + + +,1
블루님보다 킬 많이하고 치킨 시 5억,1
치킨 시 7마넌 실패 시 히사시부리 시그니쳐,1
이번 판 킬 당 천원,1
dmr 1킬당 만원,1
인당 200만원,1
인당 200만원 도네 ㅋㅋ,1
인당 3만원입니다,1
인당천만원,1
일단 조건은 우승시 내킬 1만원 집사킬 1천원 그외팀원 2명 킬당 5천원,1
입-금완료 판당 3만원,1
잠간 레드받고 다리뿌러트리면 2만원인데,1
잡으면 천만원임,1
장전 1번당 천원,1
잼광탄 1킬당 천원...,1
쟤 죽이면 만원,1
쟤 죽이면 천원,1
첫판치킨시 10만원,1
층당 만원이면 자궁까지 아님?,1
치유량당 300원,1
치킨 만원 추가요...,1
듀오 첫판 치킨 시 각방 5억,1
검정색 치파오 찾아서 입으면 5억,1
탑5 5탄 킬당 5천만원,1
"다음판 치킨시 킬당 천,5천,1억,2억,4억 사다리",1
"수류탄,화염병,연막탄 각 1천만원",1
엎드리거나 앉아서 킬당 5천만원,1
장착 제외 총기파츠 하나 당 3천만원,1
사녹 치킨 시 5억,1
한발당 백만원,1
진통제/드링크/연막탄/수류탄/화염병 각 1천만원,1
보급총 킬당 1억,1
진통제 1개당 2천만원,1
탑10-킬당0.5 or 탑2-킬당1억,1
MK47 킬당 1억,1
MK47 킬당 1억(탑텐까지인정),1
대기실에서 허공에 주먹질 안하면 5천만원,1
dmr 킬당 1억,1
치킨 시 sr 킬당 1억,1
치킨 시 드링크 1개당 2천만원,1
치킨시 5천만원 + 2억,1
치킨 시 드링크,1
치킨 시 만원 있습니다 녹두님,1
치킨 시 킬당 1억 (3/3코) / 치킨 시 1억5천만원 (3/5코) +1억 (3/5코) +2억(2/3코),1
치킨 시 킬당 1억 + sr 킬당 1억 / 치킨 시 10억 + 9천만원 +3억,1
치킨 시 킬당 1억 + sr 킬당 1억 / 치킨 시 10억 + 9천만원 +3억 + 2억,1
치킨 시 킬당 3000만원 / 킬당 1000만원,1
치킨 시 킬당 천만원,1
치킨 시 킬당2000만원,1
"치킨 시, 각 방 2만원 // 팀이 3명이상 죽으면 집사만 10만원(우승 상관 X)",1
치킨미션 합:12만 +구독권10장,1
치킨미션 홀-천만원 짝 1억 있어요 :(,1
치킨시 10만원,1
치킨시 1억 + 2억 + 4300만원 + 2억 + 1700만원,1
치킨시 1억 + 2억 + 4300만원 + 2억 + 1700만원 + 2억,1
치킨시 1억+2억+4300만원+2억,1
"치킨시 각자 2만원고정, 킬당 사장님만원 팀원 오천원 집사 천원",1
치킨시 각자 2만원도 같이,1
치킨시 킬당 2억,1
"치킨시 킬당 천,5천,1억,2억,4억 사다리",1
"치킨시 킬당 천,5천,1억,2억,4억 사다리 / 치킨 시 5억(1/3코인)",1
"치킨시 킬당 천,5천,1억,2억,4억 사다리 / 치킨 시 5억(1/3코인) / 10킬 치킨 시 10억 (1/5코)",1
"치킨시 킬당 천,5천,1억,2억,4억 사다리요",1
카쿠팔에 4배 끼우면 4000원 콜 ?,1
카쿠팔에 4배 끼우면 4000원 콜 ? 미션콜??,1
케넨 킬당 10데코,1
케넨 킬당 만원 최대 10만,1
킬 10데코 데스 -5데코 어시 3데코 cs당 300원,1
킬 1마넌 데스-5천원,1
킬 당 100원 쌉가능,1
킬당 1000데코 ㅋㅋㅋ,1
킬당 1000만원,1
킬당 100만ㄷㄷ,1
킬당 1점 1등은 10점,1
킬당 2000원 + 우승시 3만원,1
킬당 2만 ㄱ?,1
킬당 3억,1
킬당 3억 미션 담판 사다리 미션으로 바꼈어요,1
킬당 3억 미션 바뀜,1
킬당 3억도 있어,1
킬당 4억,1
킬당 5처넌 미션 하나염,1
킬당 5천 ㄷㄷ,1
킬당 5천이면.. 사녹 ㄱ?,1
킬당 마넌 ㄷㄷ,1
킬당 마농이용,1
킬당 만원 미션,1
킬당 오천원?,1
킬당 오천은 사장님 자러 가셨으니 빼야하지 않을까,1
킬당 천원,1
킬당1000원이면,1
킬당10만이네 이제,1
킬당1억미션 끝,1
"[5:18:43] <@Nightbot> 명령어, 업타임, uptime, 유튜브, 트게더, 배그설정, 에이펙스설정, 사양, 감도, 모니터, 사운드, 마우스, 마우스패드, 마우스번지, 이어폰, 헤드셋, 키보드, 캔티드, 피색깔, 구독, 후원, 기부, 메일, 페이스북, Gen.G, 시그니쳐, 다시보기, 사옥주소",0
[5:18:51] <애월리안> 요새 suv 소음 그리 안커요,0
[5:18:53] <즈카쨩> 보라색에임 신기함,0
[5:18:53] <유리멘탈잉여> 녹두님은 드림카 뭐에요?,0
[5:19:04] <gosbae123> 첫차면 그냥 싸게 k3 라인 타용,0
[5:19:05] <자유를원하는도비> 관 ㅡㅡㅡㅡㅡㅡㅡㅡㅡ 음,0
[5:19:06] <%콩2_> ㅋㅋㅋㅋㅋㅋㅋ,0
[5:19:11] <yangyaong> !옵션,0
[5:19:15] <묘누나의노예치세짱> !배그설정,0
[5:19:16] <@Nightbot> 안티 - 울트라 / 포스트 - 중간 / 텍스트 - 울트라 / 나머지 - 매우낮음 / 화면스케일 - 100 / 밝기 - 50 / 1인칭 시야각 - 100 / 엔비디아 디지털바이브런스 - 50 / 해상도 - 1920 X 1080 / 선명함 - X / 엔비디아 다른 설정 X,0
[5:19:16] <secarin12> 소음하고 승차감 별로던데요,0
[5:19:19] <yangyaong> !배그설정,0
[5:19:25] <rangpe1111> !사양,0
"[5:19:25] <@Nightbot> [게임PC] i7-8700k, GTX1080Ti Ram 32GB // [송출PC] i7-7700k, GTX1060, Ram 16GB",0
[5:19:26] <didsuatnvm> 스포티지,0
[5:19:28] <피르니드> 람보르기니,0
[5:19:29] <유요요> k3도 싸지않던데.. ㅠㅠ,0
[5:19:32] <애월리안> suv 소음하고 승차감이 별론데요 라고말하면,0
"[5:19:33] <@픽시픽싀> *시참 중 저격, 방플 등의 행위는 지양해주시면 감사하겠습니다!",0
[5:19:42] <애월리안> 모든suv싸잡아서 말씀하시는건지?,0
[5:19:42] <레비티아> 남자라면 지프!,0
[5:19:46] <즈카쨩> K3도 중고 은근히쌤..,0
[5:19:47] <altech2001> 드림카가 미라도??,0
[5:19:48] <@Nightbot> 놓친 생방송은 편집된 윤루트 유튜브로! https://www.youtube.com/channel/UCmJ4DkPFPzjR2TkJ7lXSQWw?sub_confirmation=1,0
[5:19:50] <jooganoo> !마우스,0
[5:19:51] <%z41076> 쓸데 없이 다리만 긴사람은 어떤차가 맞을까요. 회사차 그랜져 몰아봐도 다리가 불편하던데.,0
"[5:19:51] <@Nightbot> 게임용 - GPRO WIRELESS [사용중] / 송출용 - G903 / 사용 했던 것 - ROCCAT KONEPURE OWL-EYE, ZOWIE EC2-B DIVINA",0
[5:20:01] <대흥> !스크림,0
[5:20:02] <%rulelet> 아반떼 타쉴?,0
[5:20:04] <%다람_> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
[5:20:04] <@달달한달콤> 엌ㅋㅋ,0
[5:20:05] <yangyaong> 선명함을,0
[5:20:06] <피르니드> 시참 전문 스트리머,0
[5:20:07] <yangyaong> 안쓰시넹,0
[5:20:09] <@픽시픽싀> 저스트빌런,0
[5:20:09] <%콩2_> ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
[5:20:10] <자유를원하는도비> 그런데 찐따가방?!?!?!?!?!!?,0
[5:20:12] <즈카쨩> 헌- 납,0
[5:20:13] <감자천국> ㅇㅈㅇㅈ 공방 못하겠더라 시참 해보니깐,0
[5:20:14] <등잔불> 죽으러 왔다 ㅋㅋㅋ,0
[5:20:16] <애월리안> 다리긴사람은 솔직히 경차 준준형만 안타면 괜춘하실텐데,0
[5:20:21] <%콩2_> 와,0
[5:20:32] <@픽시픽싀> 도배 주의해주세요!,0
"[5:20:42] <@Nightbot> 분탕, 분쟁, 트기장을 유도시킬만한 대화는 경고없이 영구밴입니다.",0
[5:20:45] <묘누나의노예치세짱> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
[5:20:48] <%권새아> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
[5:20:54] <gosbae123> ㄷㄷㄷㄷㄷ 다비킬듯,0
[5:20:59] <rangpe1111> 피가 밝은 빨간색이네특이하넹....,0
[5:21:00] <%rulelet> 녹두 왜 삼배율이지,0
[5:21:01] <%콩2_> 하하하,0
[5:21:04] <lielie99> !멤버,0
"[5:21:04] <@Nightbot> 왓구홍길동 [듀오 - 시참 (방제 : 왕구, 비번 : 1234, 서버 : 아시아)]",0
[5:21:07] <@픽시픽싀> !피색깔,0
[5:21:07] <@Nightbot> PUBG : 녹색맹 설정,0
[5:21:11] <%rulelet> 팔배율 잘나오던데 힝,0
[5:21:19] <등잔불> 오오오,0
[5:21:20] <유리멘탈잉여> 연비 장난아닐듯 ㄷㄷ,0
[5:21:29] <등잔불> 어,0
[5:21:31] <gosbae123> 욕시 왕구홍갈똥,0
[5:21:35] <%rulelet> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
[5:21:35] <UnYule> 그 슈터..,0
[5:21:36] <여전히> 슈ㅠㅠㅠㅠㅠㅠㅠㅠㅠ터,0
[5:21:37] <kimsunguk> 우리의 그슈터,0
[5:21:38] <등잔불> 대박,0
[5:21:40] <+진혼이> 그슈터,0
"[5:21:40] <@Nightbot> 소통을 못할수도 있으니, !명령어 를 채팅방에 쓰셔서 확인하고싶은 부분 확인해주세요!",0
[5:21:41] <감자천국> 그 슈터,0
[5:21:41] <kimsunguk> 바로 뚝배기 깨버리죠,0
[5:21:41] <+진혼이> 와,0
[5:21:43] <피드박스> 그 슈터...ㅋㅋ,0
[5:21:45] <jooganoo> !감도,0
"[5:21:45] <@Nightbot> DPI : 400 // [PUBG : 인게임 일반감도 53, 나머지 48, 수직감도 1.58] / [APEX : 마우스 감도 3.2, ADS감도 1.3]",0
[5:21:45] <kimsunguk> 그슈터는 실력까지 있어서,0
[5:21:45] <$kkk16kkk> !마우스,0
"[5:21:46] <@Nightbot> 게임용 - GPRO WIRELESS [사용중] / 송출용 - G903 / 사용 했던 것 - ROCCAT KONEPURE OWL-EYE, ZOWIE EC2-B DIVINA",0
[5:21:48] <%콩2_> 오,0
[5:21:51] <10부팬티> 그냥 바로ㅋㅋㅋ,0
[5:21:54] <%rulelet> 슈터 일반겜은 빠꾸없ㄱ네,0
[5:21:56] <gosbae123> 이젠 고였어..,0
[5:22:05] <유리멘탈잉여> 그 슈터 ㄷㄷ,0
[5:22:06] <kimsunguk> 난 슈터 맘에 든다,0
[5:22:12] <UnYule> 죄송한데 지금 이방 커스텀인가요?,0
[5:22:16] <10부팬티> 넹,0
[5:22:17] <gosbae123> 넹,0
[5:22:18] <%콩2_> 하필슈터ㅋㅋㅋㅋㅋ,0
[5:22:18] <10부팬티> 시참 입니당,0
[5:22:18] <+진혼이> 그슈터 한테 맞아봤는데 진짜 핵느낌이였음,0
[5:22:20] <UnYule> 답변갑사합니다,0
[5:22:42] <자유를원하는도비> 저런 석유가 그동안 쥬니어 발록을 하고 있었다니....,0
[5:22:42] <%ghsaveng> ghsaveng subscribed with Twitch Prime. They've subscribed for 5 months! ,0
[5:22:46] <@달달한달콤> rootzoneRight rootzoneLeft,0
[5:22:48] <@픽시픽싀> rootzoneUp rootzoneThumb,0
[5:22:49] <%권새아> rootzoneLeft rootzoneRight rootzoneLeft,0
[5:22:50] <기역디귿니은리을> 슈터가 깊숙히들어갓나보네,0
[5:22:50] <%콩2_> rootzoneUp rootzoneThumb,0
[5:22:55] <%rulelet> rootzoneThumb rootzoneUp,0
[5:23:01] <pongdyu413> 슈터도 잘하는구나,0
[5:23:14] <gosbae123> 슈터라는분은 프로에오?,0
[5:23:14] <윤조로> 근데 확실히 커스텀이 프레임이 공방에비해 안나오느ㅡㄴ구나..,0
[5:23:24] <10부팬티> 와 외국인도 들어오는 갓스텀 매치,0
[5:23:30] <%콩2_> 크,0
[0:00:04] <rudtjq2005> !감도,0
[0:00:12] <Ggy0202> 좋다 좋아,0
[0:00:12] <블랙레드> 깰끔해졌다,0
[0:00:12] <귤은주문력이다> 살았다,0
[0:00:14] <뉴즈뉴비> !미하,0
[0:00:14] <wmd525> rnt,0
[0:00:15] <제발욤> 안끊긴다,0
[0:00:15] <qlalf0456> !미하,0
[0:00:16] <Ksh4550402> 좋아요,0
[0:00:16] <Ggy0202> 빠른 재방 센스 지림,0
[0:00:17] <퍼트려> 미하~,0
[0:00:18] <3대400가자> 지각 애반데,0
[0:00:20] <끔뻑> 미하,0
[0:00:20] <블랙레드> 조아여~~~,0
[0:00:25] <rudtjq2005> !감도,0
[0:00:28] <qlalf0456> 첫판의 미라클 다시가즈아,0
[0:00:31] <챠리리> 겜하다가 방송키시네,0
[0:00:32] <미르메르> 미하,0
[0:00:33] <왁타이거> 새로고침 두번 하니 괜찮아졌다,0
[0:00:34] <왁타이거> 죠왕,0
[0:00:41] <뉴즈뉴비> 이제방송키시네!,0
[0:00:42] <퍼트려> 미라클님 지금 2시간 50분 지각하셨거든요 3시까지하셔야할듯,0
[0:00:44] <rlatjd1015> 사이다 먹은 기분이다,0
[0:00:49] <챠리리> 오늘 왤케 늦음,0
[0:01:07] <N6N6> 11시 방송시작 에반데,0
[0:01:14] <끔뻑> !업타임,0
[0:01:15] <Nightbot> Stream uptime: 1 minute 22 seconds,0
[0:01:17] <곰군이다> 11시시작 에반데..,0
[0:01:18] <고메즈> !uptime,0
[0:01:18] <Nightbot> Stream uptime: 1 minute 26 seconds,0
[0:01:19] <qlalf0456> 이걸 받아주네?,0
[0:01:26] <뉴즈뉴비> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ업타임,0
[0:01:29] <Ggy0202> 1분 30초했어,0
[0:01:33] <곰군이다> 얼마 안하긴 했음 1분했네,0
[0:01:36] <챠리리> 1분30촌데 얼마 안한거 맞습니다,0
[0:01:37] <Ksh4550402> 꿈꾸셧네 라클님ㅋㅋㅋㅋ,0
